code,iata,icao,lat,lon,elevation,name,city,region,country,continent
ATL,ATL,KATL,33.63669967651367,-84.4281005859375,1026.0,Hartsfield Jackson Atlanta International Airport,Atlanta,Georgia,United States,Europe
ATY,ATY,KATY,44.91400146,-97.15470123,1749.0,Watertown Regional Airport,Watertown,South Dakota,United States,Europe
AUG,AUG,KAUG,44.320598602299995,-69.7973022461,352.0,Augusta State Airport,Augusta,Maine,United States,Europe
AUS,AUS,KAUS,30.194499969482422,-97.6698989868164,542.0,Austin Bergstrom International Airport,Austin,Texas,United States,Europe
AVL,AVL,KAVL,35.43619918823242,-82.54180145263672,2165.0,Asheville Regional Airport,Asheville,North Carolina,United States,Europe
AVP,AVP,KAVP,41.338500976599995,-75.72339630130001,962.0,Wilkes Barre Scranton International Airport,Scranton,Pennsylvania,United States,Europe
AZO,AZO,KAZO,42.234901428222656,-85.5521011352539,874.0,Kalamazoo Battle Creek International Airport,Kalamazoo,Michigan,United States,Europe
BDL,BDL,KBDL,41.9388999939,-72.68319702149999,173.0,Bradley International Airport,Hartford,Connecticut,United States,Europe
BDR,BDR,KBDR,41.16350173950195,-73.1261978149414,9.0,Igor I Sikorsky Memorial Airport,Bridgeport,Connecticut,United States,Europe
BFD,BFD,KBFD,41.8031005859375,-78.64009857177734,2143.0,Bradford Regional Airport,Bradford,Pennsylvania,United States,Europe
BFF,BFF,KBFF,41.87400055,-103.5960007,3967.0,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,Nebraska,United States,Europe
BFI,BFI,KBFI,47.529998779296875,-122.302001953125,21.0,Boeing Field King County International Airport,Seattle,Washington,United States,Europe
BGM,BGM,KBGM,42.20869827,-75.97979736,1636.0,Greater Binghamton/Edwin A Link field,Binghamton,New York,United States,Europe
BGR,BGR,KBGR,44.80739974975586,-68.8281021118164,192.0,Bangor International Airport,Bangor,Maine,United States,Europe
BHB,BHB,KBHB,44.45000076,-68.3615036,83.0,Hancock County-Bar Harbor Airport,Bar Harbor,Maine,United States,Europe
BHM,BHM,KBHM,33.56290054,-86.75350189,650.0,Birmingham-Shuttlesworth International Airport,Birmingham,Alabama,United States,Europe
BID,BID,KBID,41.1680984497,-71.577796936,108.0,Block Island State Airport,Block Island,Rhode Island,United States,Europe
BIE,BIE,KBIE,40.301300048799995,-96.75409698490002,1324.0,Beatrice Municipal Airport,Beatrice,Nebraska,United States,Europe
BIL,BIL,KBIL,45.807701110839844,-108.54299926757812,3652.0,Billings Logan International Airport,Billings,Montana,United States,Europe
BIS,BIS,KBIS,46.772701263427734,-100.74600219726562,1661.0,Bismarck Municipal Airport,Bismarck,North Dakota,United States,Europe
BKW,BKW,KBKW,37.787300109899995,-81.1241989136,2504.0,Raleigh County Memorial Airport,Beckley,West Virginia,United States,Europe
BKX,BKX,KBKX,44.3047981262207,-96.81690216064453,1648.0,Brookings Regional Airport,Brookings,South Dakota,United States,Europe
BLF,BLF,KBLF,37.295799255371094,-81.20770263671875,2857.0,Mercer County Airport,Bluefield,West Virginia,United States,Europe
BLI,BLI,KBLI,48.79280090332031,-122.53800201416016,170.0,Bellingham International Airport,Bellingham,Washington,United States,Europe
BLV,BLV,KBLV,38.5452,-89.835197,459.0,Scott AFB/Midamerica Airport,Belleville,Illinois,United States,Europe
BMI,BMI,KBMI,40.47710037,-88.91590118,871.0,Central Illinois Regional Airport,Bloomington,Illinois,United States,Europe
BNA,BNA,KBNA,36.1245002746582,-86.6781997680664,599.0,Nashville International Airport,Nashville,Tennessee,United States,Europe
BOI,BOI,KBOI,43.56439972,-116.2229996,2871.0,Boise Air Terminal/Gowen field,Boise,Idaho,United States,Europe
BOS,BOS,KBOS,42.36429977,-71.00520325,20.0,Boston Logan International Airport,Boston,Massachusetts,United States,Europe
BPT,BPT,KBPT,29.9507999420166,-94.02069854736328,15.0,Southeast Texas Regional Airport,Beaumont/Port Arthur,Texas,United States,Europe
BQK,BQK,KBQK,31.258800506591797,-81.46649932861328,26.0,Brunswick Golden Isles Airport,Brunswick,Georgia,United States,Europe
BRD,BRD,KBRD,46.39830017,-94.13809967,1232.0,Brainerd Lakes Regional Airport,Brainerd,Minnesota,United States,Europe
BRL,BRL,KBRL,40.783199310302734,-91.12550354003906,698.0,Southeast Iowa Regional Airport,Burlington,Iowa,United States,Europe
BRO,BRO,KBRO,25.90679931640625,-97.4259033203125,22.0,Brownsville South Padre Island International Airport,Brownsville,Texas,United States,Europe
BTM,BTM,KBTM,45.95479965209961,-112.49700164794922,5550.0,Bert Mooney Airport,Butte,Montana,United States,Europe
BTR,BTR,KBTR,30.53319931,-91.14959717,70.0,Baton Rouge Metropolitan Ryan Field,Baton Rouge,Louisiana,United States,Europe
BTV,BTV,KBTV,44.471900939899996,-73.15329742429999,335.0,Burlington International Airport,Burlington,Vermont,United States,Europe
BUF,BUF,KBUF,42.94049835,-78.73220062,728.0,Buffalo Niagara International Airport,Buffalo,New York,United States,Europe
BUR,BUR,KBUR,34.20069885253906,-118.35900115966797,778.0,Bob Hope Airport,Burbank,California,United States,Europe
BWI,BWI,KBWI,39.17539978,-76.66829681,146.0,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,Maryland,United States,Europe
BZN,BZN,KBZN,45.77750015,-111.1529999,4473.0,Gallatin Field,Bozeman,Montana,United States,Europe
CAE,CAE,KCAE,33.93880081176758,-81.11949920654297,236.0,Columbia Metropolitan Airport,Columbia,South Carolina,United States,Europe
CAK,CAK,KCAK,40.916099548339844,-81.44219970703125,1228.0,Akron Canton Regional Airport,Akron,Ohio,United States,Europe
CDC,CDC,KCDC,37.70100021362305,-113.0989990234375,5622.0,Cedar City Regional Airport,Cedar City,Utah,United States,Europe
CEC,CEC,KCEC,41.78020096,-124.2369995,61.0,Jack Mc Namara Field Airport,Crescent City,California,United States,Europe
CGI,CGI,KCGI,37.22529983520508,-89.57080078125,342.0,Cape Girardeau Regional Airport,Cape Girardeau,Missouri,United States,Europe
CHA,CHA,KCHA,35.035301208496094,-85.20379638671875,683.0,Lovell Field,Chattanooga,Tennessee,United States,Europe
CHO,CHO,KCHO,38.13859939575195,-78.4529037475586,639.0,Charlottesville Albemarle Airport,Charlottesville,Virginia,United States,Europe
CHS,CHS,KCHS,32.89860153,-80.04049683,46.0,Charleston Air Force Base-International Airport,Charleston,South Carolina,United States,Europe
CID,CID,KCID,41.884700775146484,-91.71080017089844,869.0,The Eastern Iowa Airport,Cedar Rapids,Iowa,United States,Europe
CIU,CIU,KCIU,46.25080108642578,-84.47239685058594,800.0,Chippewa County International Airport,Sault Ste Marie,Michigan,United States,Europe
CKB,CKB,KCKB,39.2966003418,-80.2281036377,1217.0,North Central West Virginia Airport,Clarksburg,West Virginia,United States,Europe
CLE,CLE,KCLE,41.4117012024,-81.8498001099,791.0,Cleveland Hopkins International Airport,Cleveland,Ohio,United States,Europe
CLL,CLL,KCLL,30.58860016,-96.36380005,320.0,Easterwood Field,College Station,Texas,United States,Europe
CLM,CLM,KCLM,48.120201110839844,-123.5,291.0,William R Fairchild International Airport,Port Angeles,Washington,United States,Europe
CLT,CLT,KCLT,35.2140007019043,-80.94309997558594,748.0,Charlotte Douglas International Airport,Charlotte,North Carolina,United States,Europe
CMH,CMH,KCMH,39.99800109863281,-82.89189910888672,815.0,Port Columbus International Airport,Columbus,Ohio,United States,Europe
CMI,CMI,KCMI,40.03919983,-88.27809906,755.0,University of Illinois Willard Airport,Champaign/Urbana,Illinois,United States,Europe
CMX,CMX,KCMX,47.168399810791016,-88.48909759521484,1095.0,Houghton County Memorial Airport,Hancock,Michigan,United States,Europe
CNM,CNM,KCNM,32.337501525878906,-104.26300048828125,3295.0,Cavern City Air Terminal,Carlsbad,New Mexico,United States,Europe
COS,COS,KCOS,38.805801391602,-104.70099639893,6187.0,City of Colorado Springs Municipal Airport,Colorado Springs,Colorado,United States,Europe
COU,COU,KCOU,38.81809997558594,-92.21959686279297,889.0,Columbia Regional Airport,Columbia,Missouri,United States,Europe
CPR,CPR,KCPR,42.90800095,-106.4639969,5350.0,Casper-Natrona County International Airport,Casper,Wyoming,United States,Europe
CRP,CRP,KCRP,27.77039909362793,-97.5011978149414,44.0,Corpus Christi International Airport,Corpus Christi,Texas,United States,Europe
CRW,CRW,KCRW,38.37310028076172,-81.59320068359375,981.0,Yeager Airport,Charleston,West Virginia,United States,Europe
CSG,CSG,KCSG,32.516300201416016,-84.93890380859375,397.0,Columbus Metropolitan Airport,Columbus,Georgia,United States,Europe
CVG,CVG,KCVG,39.0488014221,-84.6678009033,896.0,Cincinnati Northern Kentucky International Airport,Cincinnati,Kentucky,United States,Europe
CYS,CYS,KCYS,41.15570068,-104.8119965,6159.0,Cheyenne Regional Jerry Olson Field,Cheyenne,Wyoming,United States,Europe
DAB,DAB,KDAB,29.179899,-81.058098,34.0,Daytona Beach International Airport,Daytona Beach,Florida,United States,Europe
DAL,DAL,KDAL,32.847099,-96.851799,487.0,Dallas Love Field,Dallas,Texas,United States,Europe
DAY,DAY,KDAY,39.902400970458984,-84.21939849853516,1009.0,James M Cox Dayton International Airport,Dayton,Ohio,United States,Europe
DBQ,DBQ,KDBQ,42.40200043,-90.70950317,1077.0,Dubuque Regional Airport,Dubuque,Iowa,United States,Europe
DCA,DCA,KDCA,38.8521,-77.037697,15.0,Ronald Reagan Washington National Airport,Washington D.C.,District of Columbia,United States,Europe
DDC,DDC,KDDC,37.76340103149414,-99.9655990600586,2594.0,Dodge City Regional Airport,Dodge City,Kansas,United States,Europe
DEC,DEC,KDEC,39.834598541259766,-88.8656997680664,682.0,Decatur Airport,Decatur,Illinois,United States,Europe
DEN,DEN,KDEN,39.861698150635,-104.672996521,5431.0,Denver International Airport,Denver,Colorado,United States,Europe
DFW,DFW,KDFW,32.89680099487305,-97.03800201416016,607.0,Dallas Fort Worth International Airport,Dallas,Texas,United States,Europe
DHN,DHN,KDHN,31.321300506591797,-85.44960021972656,401.0,Dothan Regional Airport,Dothan,Alabama,United States,Europe
DLH,DLH,KDLH,46.8420982361,-92.19360351559999,1428.0,Duluth International Airport,Duluth,Minnesota,United States,Europe
DSM,DSM,KDSM,41.534000396728516,-93.66310119628906,958.0,Des Moines International Airport,Des Moines,Iowa,United States,Europe
DTW,DTW,KDTW,42.212398529052734,-83.35340118408203,645.0,Detroit Metropolitan Wayne County Airport,Detroit,Michigan,United States,Europe
DUJ,DUJ,KDUJ,41.17829895,-78.8986969,1817.0,DuBois Regional Airport,Dubois,Pennsylvania,United States,Europe
KDZ,KDZ,KDZ,7.3251,80.6422,1473.0,Polgolla Reservoir Seaplane Base,Kandy,Central Province,Sri Lanka,Europe
JJM,JJM,KE-0060,0.165083006024,38.1951408386,2000.0,Mulika Lodge Airport,Meru-Kinna,Eastern Province,Kenya,Europe
EAR,EAR,KEAR,40.72700119,-99.00679779,2131.0,Kearney Regional Airport,Kearney,Nebraska,United States,Europe
EAU,EAU,KEAU,44.86579895019531,-91.48429870605469,913.0,Chippewa Valley Regional Airport,Eau Claire,Wisconsin,United States,Europe
ECP,ECP,KECP,30.357106,-85.795414,69.0,Northwest Florida Beaches International Airport,Panama City Beach,Florida,United States,Europe
EGE,EGE,KEGE,39.64260101,-106.9179993,6548.0,Eagle County Regional Airport,Eagle,Colorado,United States,Europe
EKO,EKO,KEKO,40.82490158081055,-115.79199981689453,5140.0,Elko Regional Airport,Elko,Nevada,United States,Europe
ELD,ELD,KELD,33.22100067138672,-92.81330108642578,277.0,South Arkansas Regional At Goodwin Field,El Dorado,Arkansas,United States,Europe
ELM,ELM,KELM,42.1599006652832,-76.8916015625,954.0,Elmira Corning Regional Airport,Elmira/Corning,New York,United States,Europe
ELP,ELP,KELP,31.80719948,-106.3779984,3959.0,El Paso International Airport,El Paso,Texas,United States,Europe
ERI,ERI,KERI,42.0831270134,-80.1738667488,732.0,Erie International Tom Ridge Field,Erie,Pennsylvania,United States,Europe
EUG,EUG,KEUG,44.12459945678711,-123.21199798583984,374.0,Mahlon Sweet Field,Eugene,Oregon,United States,Europe
EVV,EVV,KEVV,38.0369987488,-87.5324020386,418.0,Evansville Regional Airport,Evansville,Indiana,United States,Europe
EWB,EWB,KEWB,41.67610168457031,-70.95690155029297,80.0,New Bedford Regional Airport,New Bedford,Massachusetts,United States,Europe
EWN,EWN,KEWN,35.0730018616,-77.04290008539999,18.0,Coastal Carolina Regional Airport,New Bern,North Carolina,United States,Europe
EWR,EWR,KEWR,40.692501068115234,-74.168701171875,18.0,Newark Liberty International Airport,Newark,New Jersey,United States,Europe
EYW,EYW,KEYW,24.556100845336914,-81.75959777832031,3.0,Key West International Airport,Key West,Florida,United States,Europe
FAR,FAR,KFAR,46.92070007324219,-96.81580352783203,902.0,Hector International Airport,Fargo,North Dakota,United States,Europe
FAT,FAT,KFAT,36.77619934082031,-119.71800231933594,336.0,Fresno Yosemite International Airport,Fresno,California,United States,Europe
FAY,FAY,KFAY,34.9911994934082,-78.88030242919922,189.0,Fayetteville Regional Grannis Field,Fayetteville,North Carolina,United States,Europe
FRD,FRD,KFHR,48.5219993591,-123.024002075,113.0,Friday Harbor Airport,Friday Harbor,Washington,United States,Europe
FHU,FHU,KFHU,31.588499069213867,-110.34400177001953,4719.0,Sierra Vista Municipal Libby Army Air Field,Fort Huachuca Sierra Vista,Arizona,United States,Europe
FLG,FLG,KFLG,35.13850021,-111.6709976,7014.0,Flagstaff Pulliam Airport,Flagstaff,Arizona,United States,Europe
FLL,FLL,KFLL,26.072599411010742,-80.15270233154297,9.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,United States,Europe
FLO,FLO,KFLO,34.18539810180664,-79.7238998413086,146.0,Florence Regional Airport,Florence,South Carolina,United States,Europe
FNT,FNT,KFNT,42.96540069580078,-83.74359893798828,782.0,Bishop International Airport,Flint,Michigan,United States,Europe
FOD,FOD,KFOD,42.55149841,-94.19259644,1156.0,Fort Dodge Regional Airport,Fort Dodge,Iowa,United States,Europe
FSD,FSD,KFSD,43.582000732400004,-96.741897583,1429.0,Joe Foss Field Airport,Sioux Falls,South Dakota,United States,Europe
FSM,FSM,KFSM,35.33660125732422,-94.36740112304688,469.0,Fort Smith Regional Airport,Fort Smith,Arkansas,United States,Europe
FWA,FWA,KFWA,40.97850037,-85.19509888,814.0,Fort Wayne International Airport,Fort Wayne,Indiana,United States,Europe
,,KG-0001,40.944401,72.977798,2591.0,Jalal-Abad Airport,Jalal-Abad,Jalal-Abad Region,Kyrgyzstan,Europe
,,KG-0002,41.44150161739999,76.13059997559999,6998.0,Naryn Airport,Naryn,Naryn Region,Kyrgyzstan,Europe
,,KG-0004,42.5059013367,72.2630996704,4153.0,Talas Airport,Talas,Talas Region,Kyrgyzstan,Europe
,,KG-0006,42.1530990601,77.5639038086,5655.0,Tamga Airport,Tamga,Issyk Kul Region,Kyrgyzstan,Europe
,,KG-0007,42.828899383499994,75.33599853519999,2770.0,Tokmok Airport,Tokmok,Chuy Region,Kyrgyzstan,Europe
,,KG-0014,41.484500885,71.7337036133,4199.0,Kerben Airport,Kerben,Jalal-Abad Region,Kyrgyzstan,Europe
,,KG-0018,40.271701812699995,72.0470962524,2928.0,Kyzyl-Kiya Airport,Kyzyl-Kiya,Batken Region,Kyrgyzstan,Europe
GCC,GCC,KGCC,44.348899841299996,-105.539001465,4365.0,Gillette Campbell County Airport,Gillette,Wyoming,United States,Europe
GCK,GCK,KGCK,37.9275016785,-100.723999023,2891.0,Garden City Regional Airport,Garden City,Kansas,United States,Europe
GCN,GCN,KGCN,35.95240020751953,-112.14700317382812,6609.0,Grand Canyon National Park Airport,Grand Canyon,Arizona,United States,Europe
GEG,GEG,KGEG,47.61989974975586,-117.53399658203125,2376.0,Spokane International Airport,Spokane,Washington,United States,Europe
GFK,GFK,KGFK,47.949299,-97.176102,845.0,Grand Forks International Airport,Grand Forks,North Dakota,United States,Europe
GGG,GGG,KGGG,32.38399887084961,-94.71150207519531,365.0,East Texas Regional Airport,Longview,Texas,United States,Europe
GGW,GGW,KGGW,48.212502,-106.614998,2296.0,Wokal Field Glasgow International Airport,Glasgow,Montana,United States,Europe
GJT,GJT,KGJT,39.1223983765,-108.527000427,4858.0,Grand Junction Regional Airport,Grand Junction,Colorado,United States,Europe
GLH,GLH,KGLH,33.4828987121582,-90.98560333251953,131.0,Mid Delta Regional Airport,Greenville,Mississippi,United States,Europe
GNV,GNV,KGNV,29.6900997162,-82.2717971802,152.0,Gainesville Regional Airport,Gainesville,Florida,United States,Europe
FCA,FCA,KGPI,48.31050109863281,-114.25599670410156,2977.0,Glacier Park International Airport,Kalispell,Montana,United States,Europe
GPT,GPT,KGPT,30.40730094909668,-89.07009887695312,28.0,Gulfport Biloxi International Airport,Gulfport,Mississippi,United States,Europe
GRB,GRB,KGRB,44.48509979248047,-88.12960052490234,695.0,Austin Straubel International Airport,Green Bay,Wisconsin,United States,Europe
GRI,GRI,KGRI,40.967498779296875,-98.30960083007812,1847.0,Central Nebraska Regional Airport,Grand Island,Nebraska,United States,Europe
GRK,GRK,KGRK,31.067199707,-97.82890319820001,1015.0,Robert Gray  Army Air Field Airport,Fort Hood/Killeen,Texas,United States,Europe
GRR,GRR,KGRR,42.88079834,-85.52279663,794.0,Gerald R. Ford International Airport,Grand Rapids,Michigan,United States,Europe
GSO,GSO,KGSO,36.097801208496094,-79.93730163574219,925.0,Piedmont Triad International Airport,Greensboro,North Carolina,United States,Europe
GSP,GSP,KGSP,34.8956985474,-82.2189025879,964.0,Greenville Spartanburg International Airport,Greenville,South Carolina,United States,Europe
GTF,GTF,KGTF,47.48199844,-111.3710022,3680.0,Great Falls International Airport,Great Falls,Montana,United States,Europe
GTR,GTR,KGTR,33.450298309299995,-88.5914001465,264.0,Golden Triangle Regional Airport,Columbus/W Point/Starkville,Mississippi,United States,Europe
KGX,KGX,KGX,62.895187,-160.066289,99.0,Grayling Airport,Grayling,Alaska,United States,Europe
HIB,HIB,KHIB,47.38660049,-92.83899689,1354.0,Range Regional Airport,Hibbing,Minnesota,United States,Europe
HLN,HLN,KHLN,46.6068000793457,-111.98300170898438,3877.0,Helena Regional Airport,Helena,Montana,United States,Europe
HON,HON,KHON,44.38520050048828,-98.22850036621094,1289.0,Huron Regional Airport,Huron,South Dakota,United States,Europe
HOT,HOT,KHOT,34.47800064086914,-93.09619903564453,540.0,Memorial Field,Hot Springs,Arkansas,United States,Europe
HOU,HOU,KHOU,29.64539909,-95.27890015,46.0,William P Hobby Airport,Houston,Texas,United States,Europe
HPN,HPN,KHPN,41.06700134277344,-73.70760345458984,439.0,Westchester County Airport,White Plains,New York,United States,Europe
HRL,HRL,KHRL,26.228500366210938,-97.65440368652344,36.0,Valley International Airport,Harlingen,Texas,United States,Europe
HRO,HRO,KHRO,36.26150131225586,-93.15470123291016,1365.0,Boone County Airport,Harrison,Arkansas,United States,Europe
HSV,HSV,KHSV,34.637199401855,-86.775100708008,629.0,Huntsville International Carl T Jones Field,Huntsville,Alabama,United States,Europe
HTS,HTS,KHTS,38.36669922,-82.55799866,828.0,Tri-State/Milton J. Ferguson Field,Huntington,West Virginia,United States,Europe
HVN,HVN,KHVN,41.26369858,-72.88680267,12.0,Tweed New Haven Airport,New Haven,Connecticut,United States,Europe
HYA,HYA,KHYA,41.66930008,-70.28040314,54.0,Barnstable Municipal Boardman Polando Field,Hyannis,Massachusetts,United States,Europe
JFN,JFN,KHZY,41.7779998779,-80.6955032349,924.0,Northeast Ohio Regional Airport,Ashtabula,Ohio,United States,Europe
IAD,IAD,KIAD,38.94449997,-77.45580292,312.0,Washington Dulles International Airport,Washington D.C.,District of Columbia,United States,Europe
IAH,IAH,KIAH,29.984399795532227,-95.34140014648438,97.0,George Bush Intercontinental Houston Airport,Houston,Texas,United States,Europe
ICT,ICT,KICT,37.649898529052734,-97.43309783935547,1333.0,Wichita Mid Continent Airport,Wichita,Kansas,United States,Europe
IDA,IDA,KIDA,43.514599,-112.070999,4744.0,Idaho Falls Regional Airport,Idaho Falls,Idaho,United States,Europe
IFP,IFP,KIFP,35.15739822,-114.5599976,701.0,Laughlin Bullhead International Airport,Bullhead City,Arizona,United States,Europe
IGM,IGM,KIGM,35.259498596191406,-113.93800354003906,3449.0,Kingman Airport,Kingman,Arizona,United States,Europe
ILG,ILG,KILG,39.67869949,-75.60649872,80.0,New Castle Airport,Wilmington,Delaware,United States,Europe
ILM,ILM,KILM,34.270599365234375,-77.90260314941406,32.0,Wilmington International Airport,Wilmington,North Carolina,United States,Europe
IND,IND,KIND,39.7173,-86.294403,797.0,Indianapolis International Airport,Indianapolis,Indiana,United States,Europe
INL,INL,KINL,48.566200256347656,-93.4030990600586,1185.0,Falls International Airport,International Falls,Minnesota,United States,Europe
IPT,IPT,KIPT,41.241798400878906,-76.92109680175781,529.0,Williamsport Regional Airport,Williamsport,Pennsylvania,United States,Europe
IRK,IRK,KIRK,40.09349822998047,-92.5448989868164,966.0,Kirksville Regional Airport,Kirksville,Missouri,United States,Europe
ISP,ISP,KISP,40.79520035,-73.10019684,99.0,Long Island Mac Arthur Airport,Islip,New York,United States,Europe
ITH,ITH,KITH,42.49100112915039,-76.4583969116211,1099.0,Ithaca Tompkins Regional Airport,Ithaca,New York,United States,Europe
JAC,JAC,KJAC,43.6072998046875,-110.73799896240234,6451.0,Jackson Hole Airport,Jackson,Wyoming,United States,Europe
JAN,JAN,KJAN,32.3111991882,-90.0758972168,346.0,Jackson-Medgar Wiley Evers International Airport,Jackson,Mississippi,United States,Europe
JAX,JAX,KJAX,30.49410057067871,-81.68789672851562,30.0,Jacksonville International Airport,Jacksonville,Florida,United States,Europe
JBR,JBR,KJBR,35.83169937133789,-90.64640045166016,262.0,Jonesboro Municipal Airport,Jonesboro,Arkansas,United States,Europe
JFK,JFK,KJFK,40.63980103,-73.77890015,13.0,John F Kennedy International Airport,New York,New York,United States,Europe
JLN,JLN,KJLN,37.151798248291016,-94.49829864501953,981.0,Joplin Regional Airport,Joplin,Missouri,United States,Europe
JMS,JMS,KJMS,46.92969894,-98.67819977,1500.0,Jamestown Regional Airport,Jamestown,North Dakota,United States,Europe
JST,JST,KJST,40.31610107421875,-78.83390045166016,2284.0,John Murtha Johnstown Cambria County Airport,Johnstown,Pennsylvania,United States,Europe
LAN,LAN,KLAN,42.77870178222656,-84.58740234375,861.0,Capital City Airport,Lansing,Michigan,United States,Europe
LAR,LAR,KLAR,41.31209945678711,-105.67500305175781,7284.0,Laramie Regional Airport,Laramie,Wyoming,United States,Europe
LAS,LAS,KLAS,36.08010101,-115.1520004,2181.0,McCarran International Airport,Las Vegas,Nevada,United States,Europe
LAX,LAX,KLAX,33.94250107,-118.4079971,125.0,Los Angeles International Airport,Los Angeles,California,United States,Europe
LBB,LBB,KLBB,33.663601,-101.822998,3282.0,Lubbock Preston Smith International Airport,Lubbock,Texas,United States,Europe
LBE,LBE,KLBE,40.27590179,-79.40480042,1199.0,Arnold Palmer Regional Airport,Latrobe,Pennsylvania,United States,Europe
LBF,LBF,KLBF,41.12620163,-100.6839981,2777.0,North Platte Regional Airport Lee Bird Field,North Platte,Nebraska,United States,Europe
LBL,LBL,KLBL,37.0442009,-100.9599991,2885.0,Liberal Mid-America Regional Airport,Liberal,Kansas,United States,Europe
LCH,LCH,KLCH,30.126100540161133,-93.22329711914062,15.0,Lake Charles Regional Airport,Lake Charles,Louisiana,United States,Europe
LCK,LCK,KLCK,39.813801,-82.927803,744.0,Rickenbacker International Airport,Columbus,Ohio,United States,Europe
LEB,LEB,KLEB,43.626098632799994,-72.30419921880001,603.0,Lebanon Municipal Airport,Lebanon,New Hampshire,United States,Europe
LEX,LEX,KLEX,38.0364990234375,-84.60590362548828,979.0,Blue Grass Airport,Lexington,Kentucky,United States,Europe
LFT,LFT,KLFT,30.20529938,-91.98760223,42.0,Lafayette Regional Airport,Lafayette,Louisiana,United States,Europe
LGA,LGA,KLGA,40.77719879,-73.87259674,21.0,La Guardia Airport,New York,New York,United States,Europe
LGB,LGB,KLGB,33.81769943,-118.1520004,60.0,Long Beach /Daugherty Field/ Airport,Long Beach,California,United States,Europe
LIT,LIT,KLIT,34.729400634799994,-92.2242965698,262.0,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,Arkansas,United States,Europe
LMT,LMT,KLMT,42.156101,-121.733002,4095.0,Crater Lake-Klamath Regional Airport,Klamath Falls,Oregon,United States,Europe
LNK,LNK,KLNK,40.85100173950195,-96.75920104980469,1219.0,Lincoln Airport,Lincoln,Nebraska,United States,Europe
LNS,LNS,KLNS,40.121700286865234,-76.29609680175781,403.0,Lancaster Airport,Lancaster,Pennsylvania,United States,Europe
LRD,LRD,KLRD,27.543800354003906,-99.46160125732422,508.0,Laredo International Airport,Laredo,Texas,United States,Europe
LSE,LSE,KLSE,43.879002,-91.256699,655.0,La Crosse Municipal Airport,La Crosse,Wisconsin,United States,Europe
LWS,LWS,KLWS,46.3745002746582,-117.01499938964844,1442.0,Lewiston Nez Perce County Airport,Lewiston,Idaho,United States,Europe
LWT,LWT,KLWT,47.04930114746094,-109.46700286865234,4170.0,Lewistown Municipal Airport,Lewistown,Montana,United States,Europe
LYH,LYH,KLYH,37.326698303222656,-79.20040130615234,938.0,Lynchburg Regional Preston Glenn Field,Lynchburg,Virginia,United States,Europe
MAF,MAF,KMAF,31.9424991607666,-102.2020034790039,2871.0,Midland International Airport,Midland,Texas,United States,Europe
DXE,DXE,KMBO,32.438702,-90.103104,326.0,Bruce Campbell Field,Madison,Mississippi,United States,Europe
MBS,MBS,KMBS,43.532901763916016,-84.07959747314453,668.0,MBS International Airport,Saginaw,Michigan,United States,Europe
MCI,MCI,KMCI,39.2976,-94.713898,1026.0,Kansas City International Airport,Kansas City,Missouri,United States,Europe
MCN,MCN,KMCN,32.69279861450195,-83.64920043945312,354.0,Middle Georgia Regional Airport,Macon,Georgia,United States,Europe
MCO,MCO,KMCO,28.429399490356445,-81.30899810791016,96.0,Orlando International Airport,Orlando,Florida,United States,Europe
MDT,MDT,KMDT,40.1935005188,-76.7633972168,310.0,Harrisburg International Airport,Harrisburg,Pennsylvania,United States,Europe
MDW,MDW,KMDW,41.7859992980957,-87.75240325927734,620.0,Chicago Midway International Airport,Chicago,Illinois,United States,Europe
MEI,MEI,KMEI,32.33259963989258,-88.75189971923828,297.0,Key Field,Meridian,Mississippi,United States,Europe
MEM,MEM,KMEM,35.04240036010742,-89.97669982910156,341.0,Memphis International Airport,Memphis,Tennessee,United States,Europe
MFE,MFE,KMFE,26.17580032,-98.23860168,107.0,McAllen Miller International Airport,McAllen,Texas,United States,Europe
MFR,MFR,KMFR,42.37419891357422,-122.87300109863281,1335.0,Rogue Valley International Medford Airport,Medford,Oregon,United States,Europe
MGM,MGM,KMGM,32.30059814,-86.39399719,221.0,Montgomery Regional (Dannelly Field) Airport,Montgomery,Alabama,United States,Europe
MGW,MGW,KMGW,39.64289856,-79.91629791,1248.0,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,West Virginia,United States,Europe
MHK,MHK,KMHK,39.14099884033203,-96.6707992553711,1057.0,Manhattan Regional Airport,Manhattan,Kansas,United States,Europe
MHT,MHT,KMHT,42.93259811401367,-71.43569946289062,266.0,Manchester Airport,Manchester,New Hampshire,United States,Europe
MIA,MIA,KMIA,25.79319953918457,-80.29060363769531,8.0,Miami International Airport,Miami,Florida,United States,Europe
MKE,MKE,KMKE,42.947200775146484,-87.89659881591797,723.0,General Mitchell International Airport,Milwaukee,Wisconsin,United States,Europe
MKG,MKG,KMKG,43.16949844,-86.23819733,629.0,Muskegon County Airport,Muskegon,Michigan,United States,Europe
MKL,MKL,KMKL,35.59989929,-88.91560364,434.0,Mc Kellar Sipes Regional Airport,Jackson,Tennessee,United States,Europe
